>>>>>>>>>> Time of results: 04/24/2026 09:27:18 <<<<<<<<<<
SubjectID: Obs1
Seq Name	Seq Number	Rating
Split_A_112_L1_F2_12_5_.bgr	5	14.853089	5.024390	4.036585	4.054878	4.951220	
Split_A_112_L1_F0_00_.bgr	0	13.711190	4.969512	3.908537	4.054878	4.969512	
Split_A_112_L1_F1_8_33_.bgr	1	14.998434	5.152439	4.073171	5.079268	4.932927	
Split_C_112_L1_F1_25_.bgr	23	13.868621	5.243902	3.963415	4.914634	5.060976	
Split_C_112_L1_F0_00_.bgr	20	14.670650	4.969512	4.036585	4.109756	4.841463	
Split_B_112_L1_F1_25_.bgr	13	13.387903	4.932927	4.073171	3.963415	4.951220	
Split_A_112_L1_F1_12_5_.bgr	2	15.878980	5.243902	5.097561	5.115854	5.024390	
Split_C_112_L1_F3_12_5_.bgr	28	14.029521	5.975610	6.067073	6.140244	3.853658	
Split_B_112_L1_F2_12_5_.bgr	15	14.996587	5.042683	5.006098	4.969512	3.945122	
Split_C_112_L1_F2_8_33_.bgr	24	14.521006	5.042683	4.896341	5.024390	3.945122	
Split_B_112_L1_F3_25_.bgr	19	15.879377	5.975610	4.841463	5.006098	5.170732	
Split_B_112_L1_F2_25_.bgr	16	16.035444	4.914634	4.951220	4.951220	3.981707	
Split_C_112_L1_F1_12_5_.bgr	22	15.638028	5.079268	4.091463	4.896341	4.878049	
Split_C_112_L1_F1_8_33_.bgr	21	14.275255	2.993902	4.000000	3.012195	4.274390	
Split_C_112_L1_F3_8_33_.bgr	27	14.921416	5.006098	4.804878	5.024390	3.945122	
Split_B_112_L1_F3_12_5_.bgr	18	15.539373	5.189024	5.042683	5.115854	3.012195	
Split_B_112_L1_F1_12_5_.bgr	12	15.308621	3.030488	2.847561	4.018292	5.024390	
Split_B_112_L1_F2_8_33_.bgr	14	16.355898	3.963415	3.963415	4.073171	4.896341	
Split_A_112_L1_F3_8_33_.bgr	7	14.595685	5.957317	5.006098	5.079268	3.012195	
Split_C_112_L1_F2_25_.bgr	26	15.638455	5.042683	5.115854	4.823171	3.926829	
Split_A_112_L1_F2_8_33_.bgr	4	15.801837	4.987805	4.896341	5.079268	4.859756	
Split_A_112_L1_F3_25_.bgr	9	15.946139	5.975610	6.012195	5.042683	3.030488	
Split_B_112_L1_F3_8_33_.bgr	17	15.720386	4.932927	4.932927	4.969512	4.987805	
Split_A_112_L1_F3_12_5_.bgr	8	16.515953	5.902439	5.884146	4.987805	1.932927	
Split_B_112_L1_F0_00_.bgr	10	16.515814	1.000000	2.060976	2.115854	6.140244	
Split_B_112_L1_F1_8_33_.bgr	11	16.605461	3.963415	3.158537	4.000000	5.262195	
Split_A_112_L1_F2_25_.bgr	6	15.718150	5.957317	5.042683	4.969512	3.048780	
Split_C_112_L1_F3_25_.bgr	29	16.760880	5.060976	4.914634	5.115854	1.914634	
Split_C_112_L1_F2_12_5_.bgr	25	16.519327	6.121951	5.024390	5.134146	2.865854	
Split_A_112_L1_F1_25_.bgr	3	14.040887	3.908537	3.945122	3.926829	5.957317	
