>>>>>>>>>> Time of results: 05/06/2026 11:23:52 <<<<<<<<<<
SubjectID: Obs1
Seq Name	Seq Number	Rating
Split_C_112_L1_F3_8_33_.bgr	27	14.841559	6.012195	5.134146	4.439024	5.134146	
Split_C_112_L1_F2_12_5_.bgr	25	15.655458	6.451220	5.682927	5.445122	5.426829	
Split_B_112_L1_F3_8_33_.bgr	17	14.505084	6.597561	6.195122	5.829268	6.048780	
Split_A_112_L1_F3_12_5_.bgr	8	14.200552	6.469512	6.250000	6.323171	5.957317	
Split_A_112_L1_F0_00_.bgr	0	15.888846	2.024390	1.969512	1.969512	6.963415	
Split_A_112_L1_F3_8_33_.bgr	7	15.156446	5.060976	5.152439	4.951220	5.079268	
Split_C_112_L1_F3_25_.bgr	29	14.526385	6.359756	5.993902	4.969512	4.914634	
Split_A_112_L1_F2_25_.bgr	6	12.430693	6.304878	6.213415	5.847561	3.140244	
Split_B_112_L1_F2_8_33_.bgr	14	14.359273	5.884146	5.975610	6.140244	3.487805	
Split_C_112_L1_F1_8_33_.bgr	21	14.280422	2.353659	2.463415	2.317073	5.993902	
Split_A_112_L1_F2_12_5_.bgr	5	11.786690	5.426829	5.408536	5.426829	5.993902	
Split_A_112_L1_F1_25_.bgr	3	12.023739	3.012195	3.396342	3.487805	3.634146	
Split_B_112_L1_F3_12_5_.bgr	18	14.022300	6.981707	6.469512	6.542683	2.371951	
Split_C_112_L1_F0_00_.bgr	20	12.436336	1.310976	1.676829	1.658537	6.835366	
Split_B_112_L1_F0_00_.bgr	10	13.800852	2.207317	1.987805	1.951220	6.524390	
Split_C_112_L1_F2_8_33_.bgr	24	-1.000000	2.829268	4.237805	4.146341	3.780488	
Split_B_112_L1_F2_25_.bgr	16	14.420722	6.195122	4.786585	4.567073	2.591464	
Split_A_112_L1_F1_8_33_.bgr	1	11.542899	4.969512	4.914634	4.695122	4.878049	
Split_C_112_L1_F1_25_.bgr	23	12.905639	4.457317	4.713415	4.640244	4.731708	
Split_C_112_L1_F2_25_.bgr	26	14.177290	5.664634	5.865854	5.792683	2.152439	
Split_A_112_L1_F1_12_5_.bgr	2	14.994910	5.719512	5.408536	4.640244	4.658537	
Split_C_112_L1_F1_12_5_.bgr	22	15.890409	6.030488	5.756098	4.932927	4.457317	
Split_B_112_L1_F3_25_.bgr	19	13.476398	7.000000	6.890244	6.560976	1.274390	
Split_B_112_L1_F1_12_5_.bgr	12	13.554973	5.225610	5.262195	4.823171	3.542683	
Split_C_112_L1_F3_12_5_.bgr	28	14.518718	7.000000	7.000000	6.945122	1.420732	
Split_A_112_L1_F3_25_.bgr	9	12.917032	7.000000	6.945122	7.000000	1.182927	
Split_A_112_L1_F2_8_33_.bgr	4	14.916245	5.664634	5.371951	4.987805	4.512195	
Split_B_112_L1_F2_12_5_.bgr	15	15.326302	6.926829	7.000000	6.871951	2.573171	
Split_B_112_L1_F1_25_.bgr	13	14.682062	6.780488	5.939024	5.957317	3.250000	
Split_B_112_L1_F1_8_33_.bgr	11	14.343953	5.426829	4.420732	4.768292	4.548780	
