>>>>>>>>>> Time of results: 04/30/2026 13:42:01 <<<<<<<<<<
SubjectID: Obs1
Seq Name	Seq Number	Rating
Split_C_112_L1_F1_8_33_.bgr	21	14.941266	2.006098	4.091463	1.036585	7.000000	
Split_A_112_L1_F3_8_33_.bgr	7	14.826096	1.859756	4.000000	1.000000	7.000000	
Split_B_112_L1_F1_12_5_.bgr	12	14.675653	1.932927	3.963415	2.006098	6.835366	
Split_B_112_L1_F3_8_33_.bgr	17	14.510580	1.932927	3.945122	1.000000	6.817073	
Split_C_112_L1_F2_12_5_.bgr	25	15.963713	1.823171	3.890244	1.000000	7.000000	
Split_C_112_L1_F0_00_.bgr	20	15.804922	2.024390	3.871951	1.987805	7.000000	
Split_C_112_L1_F3_8_33_.bgr	27	16.445772	2.189024	4.219512	1.932927	7.000000	
Split_A_112_L1_F2_8_33_.bgr	4	14.599816	1.969512	4.054878	2.024390	7.000000	
Split_A_112_L1_F0_00_.bgr	0	16.364458	1.969512	4.109756	1.000000	6.835366	
Split_B_112_L1_F1_8_33_.bgr	11	15.415666	2.042683	4.018292	1.000000	6.981707	
Split_A_112_L1_F1_25_.bgr	3	16.362078	1.932927	4.073171	1.000000	7.000000	
Split_A_112_L1_F1_8_33_.bgr	1	16.845051	1.878049	3.835366	1.000000	6.890244	
Split_A_112_L1_F3_12_5_.bgr	8	17.242603	2.993902	3.926829	2.079268	6.835366	
Split_B_112_L1_F2_25_.bgr	16	15.711250	4.932927	5.152439	3.981707	7.000000	
Split_B_112_L1_F1_25_.bgr	13	16.119587	4.841463	5.189024	4.969512	7.000000	
Split_A_112_L1_F2_25_.bgr	6	13.305841	5.042683	5.024390	5.097561	7.000000	
Split_A_112_L1_F2_12_5_.bgr	5	16.298885	2.189024	4.951220	3.963415	7.000000	
Split_C_112_L1_F1_12_5_.bgr	22	15.401773	2.042683	3.012195	1.969512	7.000000	
Split_C_112_L1_F3_25_.bgr	29	14.275668	6.268293	5.975610	5.975610	6.780488	
Split_C_112_L1_F2_8_33_.bgr	24	16.457432	2.847561	1.951220	1.951220	7.000000	
Split_B_112_L1_F2_12_5_.bgr	15	14.509799	4.914634	5.097561	5.993902	7.000000	
Split_C_112_L1_F3_12_5_.bgr	28	16.358864	6.103659	6.030488	5.957317	6.926829	
Split_C_112_L1_F1_25_.bgr	23	15.155991	3.012195	3.926829	2.115854	7.000000	
Split_A_112_L1_F1_12_5_.bgr	2	17.715673	3.231707	3.853658	3.085366	7.000000	
Split_B_112_L1_F0_00_.bgr	10	15.556941	1.000000	3.195122	2.189024	6.981707	
Split_B_112_L1_F3_12_5_.bgr	18	9.283401	7.000000	7.000000	7.000000	7.000000	
Split_B_112_L1_F3_25_.bgr	19	14.754306	6.140244	6.012195	6.067073	7.000000	
Split_C_112_L1_F2_25_.bgr	26	12.584449	5.957317	6.158536	7.000000	7.000000	
Split_A_112_L1_F3_25_.bgr	9	13.221383	5.865854	6.140244	5.957317	6.963415	
Split_B_112_L1_F2_8_33_.bgr	14	15.075647	5.152439	4.987805	5.060976	6.908536	
