>>>>>>>>>> Time of results: 04/30/2026 15:26:28 <<<<<<<<<<
SubjectID: Obs1
Seq Name	Seq Number	Rating
Split_B_112_L1_F3_8_33_.bgr	17	10.509918	4.201220	3.945122	4.493902	5.774390	
Split_B_112_L1_F3_12_5_.bgr	18	7.530477	5.993902	4.640244	4.640244	5.371951	
Split_B_112_L1_F3_25_.bgr	19	9.455704	6.341464	5.024390	4.969512	5.573171	
Split_A_112_L1_F3_25_.bgr	9	10.411086	5.189024	4.512195	4.713415	6.067073	
Split_C_112_L1_F2_12_5_.bgr	25	12.424059	4.695122	4.164634	4.219512	6.103659	
Split_A_112_L1_F3_8_33_.bgr	7	10.736155	4.493902	3.963415	3.707317	5.975610	
Split_B_112_L1_F1_12_5_.bgr	12	12.345824	3.103658	3.524390	3.396342	6.414634	
Split_A_112_L1_F3_12_5_.bgr	8	7.682955	6.012195	4.493902	4.603659	5.079268	
Split_C_112_L1_F1_12_5_.bgr	22	12.426600	2.390244	3.762195	4.018292	6.103659	
Split_C_112_L1_F2_25_.bgr	26	10.738134	3.542683	3.634146	4.164634	5.573171	
Split_C_112_L1_F3_8_33_.bgr	27	12.583659	5.006098	4.000000	3.817073	5.115854	
Split_B_112_L1_F2_8_33_.bgr	14	13.302633	4.109756	3.871951	3.780488	5.536585	
Split_C_112_L1_F3_25_.bgr	29	10.975605	6.213415	4.768292	4.896341	5.189024	
Split_B_112_L1_F2_25_.bgr	16	12.175809	4.164634	3.871951	4.036585	5.701220	
Split_C_112_L1_F1_25_.bgr	23	13.067773	3.890244	4.018292	3.945122	5.975610	
Split_A_112_L1_F1_12_5_.bgr	2	11.704945	3.725610	4.018292	4.036585	5.719512	
Split_C_112_L1_F0_00_.bgr	20	12.589686	2.975610	3.195122	3.323171	6.268293	
Split_A_112_L1_F1_25_.bgr	3	10.095988	3.743902	3.707317	3.871951	5.371951	
Split_A_112_L1_F2_12_5_.bgr	5	13.786518	6.067073	4.713415	4.475610	5.079268	
Split_B_112_L1_F0_00_.bgr	10	12.504115	1.402439	2.536585	2.847561	6.012195	
Split_C_112_L1_F2_8_33_.bgr	24	12.189345	4.182927	3.597561	3.780488	6.067073	
Split_B_112_L1_F1_8_33_.bgr	11	11.697250	4.182927	3.012195	3.158537	6.213415	
Split_B_112_L1_F2_12_5_.bgr	15	11.860114	6.048780	4.292683	3.926829	5.810976	
Split_A_112_L1_F2_25_.bgr	6	9.295101	6.103659	3.981707	3.871951	6.030488	
Split_C_112_L1_F1_8_33_.bgr	21	12.669158	3.341463	3.871951	3.085366	5.993902	
Split_A_112_L1_F0_00_.bgr	0	10.896038	1.658537	2.664634	2.701220	6.268293	
Split_A_112_L1_F2_8_33_.bgr	4	10.906946	4.310976	3.634146	3.743902	6.085366	
Split_A_112_L1_F1_8_33_.bgr	1	10.419938	3.762195	3.067073	3.048780	6.067073	
Split_C_112_L1_F3_12_5_.bgr	28	10.657233	6.067073	3.506098	3.451220	5.554878	
Split_B_112_L1_F1_25_.bgr	13	12.583947	2.774390	3.304878	3.524390	6.121951	
