>>>>>>>>>> Time of results: 05/22/2026 11:12:29 <<<<<<<<<<
SubjectID: Obs1
Seq Name	Seq Number	Rating
Split_C_112_L1_F0_00_.bgr	20	13.095398	1.932927	1.987805	1.987805	6.176829	
Split_A_112_L1_F1_12_5_.bgr	2	14.355106	4.951220	4.914634	3.048780	5.097561	
Split_B_112_L1_F1_12_5_.bgr	12	13.555970	5.225610	3.085366	2.884146	5.262195	
Split_B_112_L1_F3_8_33_.bgr	17	11.866813	5.902439	3.195122	3.048780	4.969512	
Split_C_112_L1_F3_25_.bgr	29	11.780945	6.121951	3.615854	3.432927	5.060976	
Split_B_112_L1_F1_25_.bgr	13	12.184428	4.987805	3.140244	3.085366	4.987805	
Split_B_112_L1_F1_8_33_.bgr	11	16.121855	2.445122	2.500000	2.463415	5.719512	
Split_B_112_L1_F2_12_5_.bgr	15	12.995234	4.731708	3.451220	3.250000	4.512195	
Split_A_112_L1_F3_25_.bgr	9	12.504536	5.317073	4.292683	4.164634	4.310976	
Split_A_112_L1_F2_12_5_.bgr	5	12.907130	4.676829	3.524390	3.707317	4.402439	
Split_B_112_L1_F3_25_.bgr	19	13.695659	5.865854	4.731708	3.853658	4.292683	
Split_B_112_L1_F2_8_33_.bgr	14	14.364861	5.463415	3.579268	3.542683	4.365853	
Split_C_112_L1_F3_8_33_.bgr	27	13.230708	5.737805	4.256098	4.457317	3.579268	
Split_C_112_L1_F3_12_5_.bgr	28	14.996941	6.524390	5.810976	5.756098	2.408536	
Split_B_112_L1_F2_25_.bgr	16	14.275309	3.560976	3.615854	3.707317	4.530488	
Split_A_112_L1_F3_12_5_.bgr	8	14.276217	5.701220	5.518293	5.335366	4.548780	
Split_C_112_L1_F1_8_33_.bgr	21	13.944936	3.085366	3.067073	2.920732	5.445122	
Split_C_112_L1_F1_25_.bgr	23	14.996077	3.067073	2.554878	2.646341	5.664634	
Split_B_112_L1_F3_12_5_.bgr	18	14.267680	5.719512	5.134146	5.024390	4.128049	
Split_B_112_L1_F0_00_.bgr	10	14.515776	1.475610	1.603659	1.457317	6.487805	
Split_A_112_L1_F3_8_33_.bgr	7	13.947578	5.810976	3.304878	3.469512	5.115854	
Split_C_112_L1_F1_12_5_.bgr	22	15.959924	2.353659	2.445122	2.445122	5.664634	
Split_A_112_L1_F2_25_.bgr	6	15.075895	4.859756	2.426829	2.463415	4.951220	
Split_A_112_L1_F0_00_.bgr	0	15.638261	1.512195	1.530488	1.567073	6.414634	
Split_C_112_L1_F2_25_.bgr	26	15.066026	5.042683	3.378049	3.579268	4.585366	
Split_A_112_L1_F1_25_.bgr	3	14.115830	4.987805	2.920732	3.030488	5.024390	
Split_A_112_L1_F1_8_33_.bgr	1	15.798726	2.207317	2.243902	2.390244	5.664634	
Split_C_112_L1_F2_12_5_.bgr	25	14.435816	3.432927	3.213415	3.158537	4.439024	
Split_A_112_L1_F2_8_33_.bgr	4	16.036238	4.768292	4.329268	4.329268	4.292683	
Split_C_112_L1_F2_8_33_.bgr	24	15.550757	4.603659	4.457317	4.384147	3.670732	
