>>>>>>>>>> Time of results: 05/11/2026 15:24:39 <<<<<<<<<<
SubjectID: Obs1
Seq Name	Seq Number	Rating
Split_B_112_L1_F1_25_.bgr	13	14.384620	5.024390	6.103659	6.085366	1.000000	
Split_C_112_L1_F3_25_.bgr	29	9.207904	4.969512	7.000000	5.957317	1.000000	
Split_B_112_L1_F1_8_33_.bgr	11	12.582144	4.932927	6.048780	6.048780	2.006098	
Split_B_112_L1_F3_25_.bgr	19	12.263773	6.963415	6.085366	6.012195	2.006098	
Split_B_112_L1_F3_8_33_.bgr	17	8.177234	7.000000	6.451220	6.304878	1.768293	
Split_C_112_L1_F2_12_5_.bgr	25	9.616960	5.993902	5.920732	5.500000	2.207317	
Split_B_112_L1_F0_00_.bgr	10	11.698796	1.951220	3.981707	3.963415	3.140244	
Split_C_112_L1_F2_8_33_.bgr	24	12.996090	4.969512	5.060976	5.884146	2.006098	
Split_B_112_L1_F2_12_5_.bgr	15	12.506541	5.939024	5.445122	6.012195	1.878049	
Split_B_112_L1_F1_12_5_.bgr	12	13.275361	4.987805	5.006098	5.115854	2.134146	
Split_C_112_L1_F2_25_.bgr	26	12.516888	5.097561	5.006098	5.207317	2.060976	
Split_A_112_L1_F3_8_33_.bgr	7	11.870614	6.981707	6.030488	5.664634	2.957317	
Split_A_112_L1_F1_25_.bgr	3	9.538824	5.024390	4.859756	4.914634	3.012195	
Split_A_112_L1_F3_25_.bgr	9	10.019102	6.963415	6.121951	6.012195	1.987805	
Split_A_112_L1_F2_8_33_.bgr	4	11.558835	6.195122	5.939024	4.804878	2.939024	
Split_A_112_L1_F0_00_.bgr	0	9.762998	1.182927	1.969512	2.152439	3.524390	
Split_A_112_L1_F2_25_.bgr	6	9.218118	6.103659	5.207317	5.829268	2.573171	
Split_C_112_L1_F3_8_33_.bgr	27	11.867420	7.000000	5.042683	5.079268	2.426829	
Split_C_112_L1_F3_12_5_.bgr	28	13.560151	7.000000	6.268293	5.993902	2.426829	
Split_C_112_L1_F0_00_.bgr	20	11.315944	1.091463	3.908537	3.890244	3.743902	
Split_B_112_L1_F2_25_.bgr	16	12.339265	2.115854	3.981707	4.018292	2.865854	
Split_A_112_L1_F1_12_5_.bgr	2	12.362574	5.097561	4.658537	4.365853	3.524390	
Split_C_112_L1_F1_25_.bgr	23	13.388926	4.969512	4.237805	4.091463	3.560976	
Split_B_112_L1_F2_8_33_.bgr	14	12.763398	7.000000	6.121951	6.176829	2.225610	
Split_A_112_L1_F3_12_5_.bgr	8	11.211267	7.000000	6.451220	6.286585	1.932927	
Split_C_112_L1_F1_12_5_.bgr	22	11.791000	5.079268	4.384147	4.219512	3.469512	
Split_B_112_L1_F3_12_5_.bgr	18	13.564359	7.000000	7.000000	6.085366	2.042683	
Split_A_112_L1_F1_8_33_.bgr	1	11.789537	5.006098	4.969512	4.731708	3.158537	
Split_C_112_L1_F1_8_33_.bgr	21	15.237652	5.006098	5.445122	4.987805	3.487805	
Split_A_112_L1_F2_12_5_.bgr	5	12.260304	6.067073	5.024390	4.768292	4.091463	
