>>>>>>>>>> Time of results: 05/15/2026 11:22:24 <<<<<<<<<<
SubjectID: Obs1
Seq Name	Seq Number	Rating
Split_B_112_L1_F3_25_.bgr	19	14.861986	5.024390	4.548780	4.128049	3.487805	
Split_B_112_L1_F2_8_33_.bgr	14	13.466431	4.073171	4.073171	4.054878	3.451220	
Split_B_112_L1_F2_25_.bgr	16	15.555743	4.493902	3.945122	4.146341	3.414634	
Split_B_112_L1_F1_8_33_.bgr	11	14.349212	5.006098	4.018292	3.963415	3.432927	
Split_B_112_L1_F1_12_5_.bgr	12	14.835278	4.201220	4.347561	4.054878	3.725610	
Split_C_112_L1_F2_25_.bgr	26	14.115355	4.786585	4.000000	4.000000	3.926829	
Split_C_112_L1_F1_12_5_.bgr	22	15.235449	4.310976	3.963415	3.945122	3.762195	
Split_B_112_L1_F3_12_5_.bgr	18	15.723571	5.280488	4.073171	4.128049	3.048780	
Split_A_112_L1_F3_8_33_.bgr	7	15.950318	4.621951	4.329268	4.310976	2.390244	
Split_A_112_L1_F1_8_33_.bgr	1	14.668243	4.512195	4.000000	4.256098	3.158537	
Split_C_112_L1_F1_25_.bgr	23	14.915675	4.091463	3.981707	3.981707	3.707317	
Split_B_112_L1_F2_12_5_.bgr	15	15.807673	4.548780	4.457317	4.475610	2.975610	
Split_C_112_L1_F2_12_5_.bgr	25	14.908657	4.420732	4.128049	4.000000	4.201220	
Split_A_112_L1_F1_25_.bgr	3	13.468600	4.384147	4.329268	4.347561	3.853658	
Split_C_112_L1_F3_8_33_.bgr	27	14.120375	5.317073	4.274390	4.292683	3.597561	
Split_A_112_L1_F3_12_5_.bgr	8	14.262638	4.640244	4.073171	4.091463	3.121951	
Split_C_112_L1_F3_25_.bgr	29	15.481870	4.804878	4.237805	4.054878	3.579268	
Split_C_112_L1_F1_8_33_.bgr	21	12.663336	3.835366	3.926829	4.164634	4.878049	
Split_B_112_L1_F1_25_.bgr	13	14.355707	4.128049	3.890244	3.853658	4.237805	
Split_A_112_L1_F0_00_.bgr	0	12.995174	3.707317	3.725610	3.725610	4.914634	
Split_C_112_L1_F3_12_5_.bgr	28	14.510154	4.457317	3.798780	3.689024	4.914634	
Split_C_112_L1_F2_8_33_.bgr	24	16.204563	4.402439	4.146341	3.963415	3.670732	
Split_A_112_L1_F2_25_.bgr	6	13.709734	4.036585	3.689024	3.542683	4.713415	
Split_A_112_L1_F3_25_.bgr	9	14.675921	4.329268	4.365853	4.365853	4.292683	
Split_B_112_L1_F3_8_33_.bgr	17	15.318563	4.530488	3.890244	4.128049	4.823171	
Split_A_112_L1_F2_8_33_.bgr	4	14.826014	4.457317	4.036585	3.908537	4.640244	
Split_A_112_L1_F1_12_5_.bgr	2	15.878349	5.006098	4.182927	3.981707	3.817073	
Split_B_112_L1_F0_00_.bgr	10	16.038174	3.396342	3.890244	3.945122	4.036585	
Split_A_112_L1_F2_12_5_.bgr	5	15.407809	4.420732	4.219512	4.237805	3.780488	
Split_C_112_L1_F0_00_.bgr	20	15.076404	3.579268	3.835366	3.963415	3.963415	
